STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
IN020081700,"MADURAI, IN",24-02-2021,,80,95,
IN020081700,"MADURAI, IN",25-02-2021,,83,,
IN020081700,"MADURAI, IN",26-02-2021,,83,,
IN020081700,"MADURAI, IN",27-02-2021,,82,98,
IN020081700,"MADURAI, IN",28-02-2021,,80,98,
IN020081700,"MADURAI, IN",01-03-2021,,80,96,71
IN020081700,"MADURAI, IN",02-03-2021,,81,94,69
IN020081700,"MADURAI, IN",03-03-2021,,80,95,69
IN020081700,"MADURAI, IN",04-03-2021,,80,95,69
IN020081700,"MADURAI, IN",05-03-2021,,83,,71
IN020081700,"MADURAI, IN",06-03-2021,,83,95,74
IN020081700,"MADURAI, IN",07-03-2021,,83,96,
IN020081700,"MADURAI, IN",08-03-2021,,84,96,76
IN020081700,"MADURAI, IN",09-03-2021,,84,97,76
IN020081700,"MADURAI, IN",10-03-2021,,84,96,
IN020081700,"MADURAI, IN",11-03-2021,,83,97,
IN020081700,"MADURAI, IN",12-03-2021,,82,96,
IN020081700,"MADURAI, IN",13-03-2021,,84,96,
IN020081700,"MADURAI, IN",14-03-2021,,83,95,
IN020081700,"MADURAI, IN",15-03-2021,,82,97,71
IN020081700,"MADURAI, IN",16-03-2021,,83,97,
IN020081700,"MADURAI, IN",17-03-2021,,83,98,
IN020081700,"MADURAI, IN",18-03-2021,,82,97,72
IN020081700,"MADURAI, IN",19-03-2021,,84,97,73
IN020081700,"MADURAI, IN",20-03-2021,,84,97,
IN020081700,"MADURAI, IN",21-03-2021,,87,,
IN020081700,"MADURAI, IN",22-03-2021,,86,99,78
IN020081700,"MADURAI, IN",23-03-2021,,85,98,
IN020081700,"MADURAI, IN",24-03-2021,,85,96,
IN020081700,"MADURAI, IN",25-03-2021,,86,99,78
IN020081700,"MADURAI, IN",26-03-2021,,87,98,77
IN020081700,"MADURAI, IN",27-03-2021,,87,98,78
IN020081700,"MADURAI, IN",28-03-2021,,86,98,
IN020081700,"MADURAI, IN",29-03-2021,,87,,
IN020081700,"MADURAI, IN",30-03-2021,,88,,77
IN020081700,"MADURAI, IN",31-03-2021,,87,105,
IN020081700,"MADURAI, IN",01-04-2021,,89,105,
IN020081700,"MADURAI, IN",02-04-2021,0.02,91,106,76
IN020081700,"MADURAI, IN",03-04-2021,0,91,108,80
IN020081700,"MADURAI, IN",04-04-2021,,90,106,77
IN020081700,"MADURAI, IN",05-04-2021,,90,108,80
IN020081700,"MADURAI, IN",06-04-2021,,88,103,
IN020081700,"MADURAI, IN",07-04-2021,,87,,
IN020081700,"MADURAI, IN",08-04-2021,,87,100,77
IN020081700,"MADURAI, IN",09-04-2021,,87,100,
IN020081700,"MADURAI, IN",10-04-2021,,88,101,
IN020081700,"MADURAI, IN",11-04-2021,1.06,85,100,72
IN020081700,"MADURAI, IN",12-04-2021,0.04,82,96,77
IN020081700,"MADURAI, IN",13-04-2021,0.02,84,96,77
IN020081700,"MADURAI, IN",14-04-2021,0,83,,
IN020081700,"MADURAI, IN",15-04-2021,,81,,
IN020081700,"MADURAI, IN",16-04-2021,2.36,83,97,72
IN020081700,"MADURAI, IN",17-04-2021,0,87,96,76
IN020081700,"MADURAI, IN",18-04-2021,,86,99,
IN020081700,"MADURAI, IN",19-04-2021,,88,,78
IN020081700,"MADURAI, IN",20-04-2021,,85,100,80
IN020081700,"MADURAI, IN",21-04-2021,,87,99,
IN020081700,"MADURAI, IN",22-04-2021,,89,102,
IN020081700,"MADURAI, IN",23-04-2021,,89,101,81
IN020081700,"MADURAI, IN",24-04-2021,,87,102,
IN020081700,"MADURAI, IN",25-04-2021,,87,101,
IN020081700,"MADURAI, IN",26-04-2021,,89,101,81
IN020081700,"MADURAI, IN",27-04-2021,,88,101,
IN020081700,"MADURAI, IN",28-04-2021,,88,101,
IN020081700,"MADURAI, IN",29-04-2021,,87,101,
IN020081700,"MADURAI, IN",30-04-2021,,90,101,81
IN020081700,"MADURAI, IN",01-05-2021,,86,101,
IN020081700,"MADURAI, IN",02-05-2021,0.01,87,98,80
IN020081700,"MADURAI, IN",03-05-2021,0.04,85,100,80
IN020081700,"MADURAI, IN",04-05-2021,0,86,,
IN020081700,"MADURAI, IN",05-05-2021,0,86,100,77
IN020081700,"MADURAI, IN",06-05-2021,,88,99,81
IN020081700,"MADURAI, IN",07-05-2021,,84,99,
IN020081700,"MADURAI, IN",08-05-2021,0.55,85,96,76
IN020081700,"MADURAI, IN",09-05-2021,0,84,94,
IN020081700,"MADURAI, IN",10-05-2021,,86,95,
IN020081700,"MADURAI, IN",11-05-2021,,87,,80
IN020081700,"MADURAI, IN",12-05-2021,,87,103,
IN020081700,"MADURAI, IN",13-05-2021,,85,100,
IN020081700,"MADURAI, IN",14-05-2021,0,85,100,
IN020081700,"MADURAI, IN",15-05-2021,0.03,80,101,
IN020081700,"MADURAI, IN",16-05-2021,0.08,86,,77
IN020081700,"MADURAI, IN",17-05-2021,0,88,99,78
IN020081700,"MADURAI, IN",18-05-2021,0.02,90,,79
IN020081700,"MADURAI, IN",19-05-2021,0,85,105,
IN020081700,"MADURAI, IN",20-05-2021,0.35,85,105,77
IN020081700,"MADURAI, IN",21-05-2021,0.71,85,101,
IN020081700,"MADURAI, IN",22-05-2021,0,86,,
IN020081700,"MADURAI, IN",23-05-2021,,88,98,78
IN020081700,"MADURAI, IN",24-05-2021,,88,,80
IN020081700,"MADURAI, IN",25-05-2021,,87,104,
IN020081700,"MADURAI, IN",26-05-2021,0.01,84,104,
IN020081700,"MADURAI, IN",27-05-2021,0,89,,77
IN020081700,"MADURAI, IN",28-05-2021,,90,104,79
IN020081700,"MADURAI, IN",29-05-2021,,88,105,81
IN020081700,"MADURAI, IN",30-05-2021,,90,101,79
IN020081700,"MADURAI, IN",31-05-2021,,90,106,80
IN020081700,"MADURAI, IN",01-06-2021,,94,107,81
IN020081700,"MADURAI, IN",02-06-2021,0.01,85,104,81
IN020081700,"MADURAI, IN",03-06-2021,0,87,105,
IN020081700,"MADURAI, IN",04-06-2021,1.34,81,103,73
IN020081700,"MADURAI, IN",05-06-2021,0.98,80,96,
IN020081700,"MADURAI, IN",06-06-2021,0.02,84,,75
IN020081700,"MADURAI, IN",07-06-2021,0,88,,76
IN020081700,"MADURAI, IN",08-06-2021,,85,100,
IN020081700,"MADURAI, IN",09-06-2021,,87,,77
IN020081700,"MADURAI, IN",10-06-2021,,88,100,79
IN020081700,"MADURAI, IN",11-06-2021,,89,102,77
IN020081700,"MADURAI, IN",12-06-2021,,88,103,
IN020081700,"MADURAI, IN",13-06-2021,0,86,102,
IN020081700,"MADURAI, IN",14-06-2021,0.01,85,96,77
IN020081700,"MADURAI, IN",15-06-2021,0,87,,
IN020081700,"MADURAI, IN",16-06-2021,,87,99,78
IN020081700,"MADURAI, IN",17-06-2021,,87,101,
IN020081700,"MADURAI, IN",18-06-2021,,87,97,79
IN020081700,"MADURAI, IN",19-06-2021,,88,,79
IN020081700,"MADURAI, IN",20-06-2021,,89,101,77
IN020081700,"MADURAI, IN",21-06-2021,,87,103,78
IN020081700,"MADURAI, IN",22-06-2021,0.08,87,103,78
IN020081700,"MADURAI, IN",23-06-2021,0.24,85,,
IN020081700,"MADURAI, IN",24-06-2021,0,87,101,76
IN020081700,"MADURAI, IN",25-06-2021,,88,99,75
IN020081700,"MADURAI, IN",26-06-2021,,88,103,77
IN020081700,"MADURAI, IN",27-06-2021,,85,103,
IN020081700,"MADURAI, IN",28-06-2021,,85,95,
IN020081700,"MADURAI, IN",29-06-2021,,87,,
IN020081700,"MADURAI, IN",30-06-2021,0,87,,
IN020081700,"MADURAI, IN",01-07-2021,0,85,103,
IN020081700,"MADURAI, IN",02-07-2021,0.03,88,103,76
IN020081700,"MADURAI, IN",03-07-2021,0.02,87,101,
IN020081700,"MADURAI, IN",04-07-2021,0.67,84,101,75
IN020081700,"MADURAI, IN",05-07-2021,0.35,87,,74
IN020081700,"MADURAI, IN",06-07-2021,0,87,99,77
IN020081700,"MADURAI, IN",07-07-2021,,88,,77
IN020081700,"MADURAI, IN",08-07-2021,,87,101,
IN020081700,"MADURAI, IN",09-07-2021,0.98,85,101,74
IN020081700,"MADURAI, IN",10-07-2021,0,84,96,78
IN020081700,"MADURAI, IN",11-07-2021,,85,90,
IN020081700,"MADURAI, IN",12-07-2021,,88,,77
IN020081700,"MADURAI, IN",13-07-2021,,87,,
IN020081700,"MADURAI, IN",14-07-2021,,87,97,78
IN020081700,"MADURAI, IN",15-07-2021,,87,97,
IN020081700,"MADURAI, IN",16-07-2021,0.02,86,98,76
IN020081700,"MADURAI, IN",17-07-2021,0,87,,78
IN020081700,"MADURAI, IN",18-07-2021,0,85,97,77
IN020081700,"MADURAI, IN",19-07-2021,,89,,76
IN020081700,"MADURAI, IN",20-07-2021,,88,102,77
IN020081700,"MADURAI, IN",21-07-2021,,88,99,79
IN020081700,"MADURAI, IN",22-07-2021,,89,,80
IN020081700,"MADURAI, IN",23-07-2021,,88,99,80
IN020081700,"MADURAI, IN",24-07-2021,0,88,97,
IN020081700,"MADURAI, IN",25-07-2021,,89,,78
IN020081700,"MADURAI, IN",26-07-2021,,89,100,78
IN020081700,"MADURAI, IN",27-07-2021,,89,102,78
IN020081700,"MADURAI, IN",28-07-2021,,90,104,81
IN020081700,"MADURAI, IN",29-07-2021,0,89,104,77
IN020081700,"MADURAI, IN",30-07-2021,,90,103,77
IN020081700,"MADURAI, IN",31-07-2021,,90,103,76
IN020081700,"MADURAI, IN",01-08-2021,,90,103,80
IN020081700,"MADURAI, IN",02-08-2021,,90,,78
IN020081700,"MADURAI, IN",03-08-2021,,91,102,78
IN020081700,"MADURAI, IN",04-08-2021,,91,104,79
IN020081700,"MADURAI, IN",05-08-2021,,90,103,80
IN020081700,"MADURAI, IN",06-08-2021,,90,,80
IN020081700,"MADURAI, IN",07-08-2021,0.01,88,103,80
IN020081700,"MADURAI, IN",08-08-2021,0,89,102,78
IN020081700,"MADURAI, IN",09-08-2021,,89,104,
IN020081700,"MADURAI, IN",10-08-2021,2.28,90,104,75
IN020081700,"MADURAI, IN",11-08-2021,0,83,98,79
IN020081700,"MADURAI, IN",12-08-2021,0.02,87,96,78
IN020081700,"MADURAI, IN",13-08-2021,0,88,,78
IN020081700,"MADURAI, IN",14-08-2021,,87,,78
IN020081700,"MADURAI, IN",15-08-2021,0,87,98,79
IN020081700,"MADURAI, IN",16-08-2021,,87,,77
IN020081700,"MADURAI, IN",17-08-2021,,86,100,78
IN020081700,"MADURAI, IN",18-08-2021,0.2,85,99,77
IN020081700,"MADURAI, IN",19-08-2021,0,89,,78
IN020081700,"MADURAI, IN",20-08-2021,0,87,99,78
IN020081700,"MADURAI, IN",21-08-2021,0.39,84,98,77
IN020081700,"MADURAI, IN",22-08-2021,0,83,,
IN020081700,"MADURAI, IN",23-08-2021,0.01,84,,74
IN020081700,"MADURAI, IN",24-08-2021,0,86,,
IN020081700,"MADURAI, IN",25-08-2021,,86,,75
IN020081700,"MADURAI, IN",26-08-2021,0.12,88,,75
IN020081700,"MADURAI, IN",27-08-2021,0,87,99,79
IN020081700,"MADURAI, IN",28-08-2021,0,86,,
IN020081700,"MADURAI, IN",29-08-2021,0.02,85,98,77
IN020081700,"MADURAI, IN",30-08-2021,0,87,93,77
IN020081700,"MADURAI, IN",31-08-2021,,86,,78
IN020081700,"MADURAI, IN",01-09-2021,1.18,85,100,76
IN020081700,"MADURAI, IN",02-09-2021,0.04,84,96,
IN020081700,"MADURAI, IN",03-09-2021,0.16,82,94,75
IN020081700,"MADURAI, IN",04-09-2021,0.01,83,,77
IN020081700,"MADURAI, IN",05-09-2021,0.59,85,,76
IN020081700,"MADURAI, IN",06-09-2021,0,85,,77
IN020081700,"MADURAI, IN",07-09-2021,,87,,
IN020081700,"MADURAI, IN",08-09-2021,,87,,74
IN020081700,"MADURAI, IN",09-09-2021,,87,100,74
IN020081700,"MADURAI, IN",10-09-2021,,90,,78
IN020081700,"MADURAI, IN",11-09-2021,,89,102,77
IN020081700,"MADURAI, IN",12-09-2021,,89,103,78
IN020081700,"MADURAI, IN",13-09-2021,,89,,78
IN020081700,"MADURAI, IN",14-09-2021,,91,103,80
IN020081700,"MADURAI, IN",15-09-2021,,87,104,
IN020081700,"MADURAI, IN",16-09-2021,1.85,87,102,75
IN020081700,"MADURAI, IN",17-09-2021,0,85,,
IN020081700,"MADURAI, IN",18-09-2021,0.63,85,99,76
IN020081700,"MADURAI, IN",19-09-2021,0.16,86,,75
IN020081700,"MADURAI, IN",20-09-2021,0,85,,
IN020081700,"MADURAI, IN",21-09-2021,,86,,77
IN020081700,"MADURAI, IN",22-09-2021,,87,,76
IN020081700,"MADURAI, IN",23-09-2021,0.02,85,99,77
IN020081700,"MADURAI, IN",24-09-2021,0.55,85,98,74
IN020081700,"MADURAI, IN",25-09-2021,4.09,86,97,75
IN020081700,"MADURAI, IN",26-09-2021,0,85,96,
IN020081700,"MADURAI, IN",27-09-2021,0.03,83,94,76
IN020081700,"MADURAI, IN",28-09-2021,0,87,,74
IN020081700,"MADURAI, IN",29-09-2021,,85,,77
IN020081700,"MADURAI, IN",30-09-2021,0.12,84,99,74
IN020081700,"MADURAI, IN",01-10-2021,2.05,83,97,73
IN020081700,"MADURAI, IN",02-10-2021,0.08,83,90,76
IN020081700,"MADURAI, IN",03-10-2021,0.12,84,,77
IN020081700,"MADURAI, IN",04-10-2021,0.04,82,,76
IN020081700,"MADURAI, IN",05-10-2021,0.12,82,92,76
IN020081700,"MADURAI, IN",06-10-2021,0.2,83,,75
IN020081700,"MADURAI, IN",07-10-2021,0.01,86,96,77
IN020081700,"MADURAI, IN",08-10-2021,0,86,96,77
IN020081700,"MADURAI, IN",09-10-2021,0.04,84,97,76
IN020081700,"MADURAI, IN",10-10-2021,0,87,,76
IN020081700,"MADURAI, IN",11-10-2021,,83,96,
IN020081700,"MADURAI, IN",12-10-2021,0.2,85,98,76
IN020081700,"MADURAI, IN",13-10-2021,0,87,,77
IN020081700,"MADURAI, IN",14-10-2021,,87,99,77
IN020081700,"MADURAI, IN",15-10-2021,,88,99,77
IN020081700,"MADURAI, IN",16-10-2021,,85,98,78
IN020081700,"MADURAI, IN",17-10-2021,,85,,77
IN020081700,"MADURAI, IN",18-10-2021,,86,,76
IN020081700,"MADURAI, IN",19-10-2021,0.02,86,100,75
IN020081700,"MADURAI, IN",20-10-2021,0,84,96,77
IN020081700,"MADURAI, IN",21-10-2021,1.38,82,,75
IN020081700,"MADURAI, IN",22-10-2021,0.04,84,,76
IN020081700,"MADURAI, IN",23-10-2021,0,82,92,
IN020081700,"MADURAI, IN",24-10-2021,0,84,,74
IN020081700,"MADURAI, IN",25-10-2021,0.43,82,95,74
IN020081700,"MADURAI, IN",26-10-2021,0.02,82,89,74
IN020081700,"MADURAI, IN",27-10-2021,0.12,81,,75
IN020081700,"MADURAI, IN",28-10-2021,0.87,83,,74
IN020081700,"MADURAI, IN",29-10-2021,0.08,81,90,74
IN020081700,"MADURAI, IN",30-10-2021,0.03,79,87,75
IN020081700,"MADURAI, IN",31-10-2021,0.2,81,,76
IN020081700,"MADURAI, IN",01-11-2021,0.04,81,,74
IN020081700,"MADURAI, IN",02-11-2021,0.2,79,,
IN020081700,"MADURAI, IN",03-11-2021,1.5,79,87,74
IN020081700,"MADURAI, IN",04-11-2021,0,80,,75
IN020081700,"MADURAI, IN",05-11-2021,0.01,81,,74
IN020081700,"MADURAI, IN",06-11-2021,0.51,81,,74
IN020081700,"MADURAI, IN",07-11-2021,1.46,81,93,74
IN020081700,"MADURAI, IN",08-11-2021,0,79,87,
IN020081700,"MADURAI, IN",09-11-2021,0.08,76,85,75
IN020081700,"MADURAI, IN",10-11-2021,0.08,80,,72
IN020081700,"MADURAI, IN",11-11-2021,0,83,,75
IN020081700,"MADURAI, IN",12-11-2021,0.67,81,91,74
IN020081700,"MADURAI, IN",13-11-2021,0,83,,74
IN020081700,"MADURAI, IN",14-11-2021,,82,92,76
IN020081700,"MADURAI, IN",15-11-2021,0.01,82,,76
IN020081700,"MADURAI, IN",16-11-2021,0.12,83,94,75
IN020081700,"MADURAI, IN",17-11-2021,0.04,81,,77
IN020081700,"MADURAI, IN",18-11-2021,2.91,80,88,73
IN020081700,"MADURAI, IN",19-11-2021,0,82,,73
IN020081700,"MADURAI, IN",20-11-2021,0.24,83,,74
IN020081700,"MADURAI, IN",21-11-2021,0,83,95,72
IN020081700,"MADURAI, IN",22-11-2021,,83,,75
IN020081700,"MADURAI, IN",23-11-2021,0.02,82,92,76
IN020081700,"MADURAI, IN",24-11-2021,0.12,79,89,75
IN020081700,"MADURAI, IN",25-11-2021,0.03,79,,75
IN020081700,"MADURAI, IN",26-11-2021,2.09,81,85,74
IN020081700,"MADURAI, IN",27-11-2021,0.01,80,,74
IN020081700,"MADURAI, IN",28-11-2021,0.04,79,86,
IN020081700,"MADURAI, IN",29-11-2021,0.24,79,86,73
IN020081700,"MADURAI, IN",30-11-2021,2.56,80,,73
IN020081700,"MADURAI, IN",01-12-2021,0.24,80,,73
IN020081700,"MADURAI, IN",02-12-2021,0.08,81,,74
IN020081700,"MADURAI, IN",03-12-2021,0,82,,73
IN020081700,"MADURAI, IN",04-12-2021,0.08,81,90,76
IN020081700,"MADURAI, IN",05-12-2021,0,83,,74
IN020081700,"MADURAI, IN",06-12-2021,,82,91,75
IN020081700,"MADURAI, IN",07-12-2021,,83,,76
IN020081700,"MADURAI, IN",08-12-2021,,83,90,75
IN020081700,"MADURAI, IN",09-12-2021,,79,89,75
IN020081700,"MADURAI, IN",10-12-2021,0.51,81,,72
IN020081700,"MADURAI, IN",11-12-2021,0,82,90,73
IN020081700,"MADURAI, IN",12-12-2021,0.31,80,89,72
IN020081700,"MADURAI, IN",13-12-2021,0.12,81,88,73
IN020081700,"MADURAI, IN",14-12-2021,0,82,,74
IN020081700,"MADURAI, IN",15-12-2021,,82,89,74
IN020081700,"MADURAI, IN",16-12-2021,,81,88,73
IN020081700,"MADURAI, IN",17-12-2021,,80,89,72
IN020081700,"MADURAI, IN",18-12-2021,,79,,71
IN020081700,"MADURAI, IN",19-12-2021,,79,89,71
IN020081700,"MADURAI, IN",20-12-2021,,79,,69
IN020081700,"MADURAI, IN",21-12-2021,,79,,68
IN020081700,"MADURAI, IN",22-12-2021,,78,88,
IN020081700,"MADURAI, IN",23-12-2021,,77,,69
IN020081700,"MADURAI, IN",24-12-2021,,78,,66
IN020081700,"MADURAI, IN",25-12-2021,,77,87,66
IN020081700,"MADURAI, IN",26-12-2021,,76,,66
IN020081700,"MADURAI, IN",27-12-2021,,78,,67
IN020081700,"MADURAI, IN",28-12-2021,,79,,68
IN020081700,"MADURAI, IN",29-12-2021,,80,,71
IN020081700,"MADURAI, IN",30-12-2021,,80,90,71
IN020081700,"MADURAI, IN",31-12-2021,0.08,79,89,
IN020081700,"MADURAI, IN",01-01-2022,0.04,78,,
IN020081700,"MADURAI, IN",02-01-2022,0.04,80,87,72
IN020081700,"MADURAI, IN",03-01-2022,0,81,,73
IN020081700,"MADURAI, IN",04-01-2022,,79,89,71
IN020081700,"MADURAI, IN",05-01-2022,,80,,69
IN020081700,"MADURAI, IN",06-01-2022,,80,91,71
IN020081700,"MADURAI, IN",07-01-2022,,81,,72
IN020081700,"MADURAI, IN",08-01-2022,,81,91,73
IN020081700,"MADURAI, IN",09-01-2022,,80,90,72
IN020081700,"MADURAI, IN",10-01-2022,,82,90,71
IN020081700,"MADURAI, IN",11-01-2022,,82,,72
IN020081700,"MADURAI, IN",12-01-2022,,82,92,72
IN020081700,"MADURAI, IN",13-01-2022,,83,,74
IN020081700,"MADURAI, IN",14-01-2022,,83,,
IN020081700,"MADURAI, IN",15-01-2022,,83,93,73
IN020081700,"MADURAI, IN",16-01-2022,,82,93,
IN020081700,"MADURAI, IN",17-01-2022,,81,91,73
IN020081700,"MADURAI, IN",18-01-2022,,80,91,71
IN020081700,"MADURAI, IN",19-01-2022,,81,90,70
IN020081700,"MADURAI, IN",20-01-2022,,79,91,69
IN020081700,"MADURAI, IN",21-01-2022,,80,,70
IN020081700,"MADURAI, IN",22-01-2022,,83,,71
IN020081700,"MADURAI, IN",23-01-2022,,83,97,71
IN020081700,"MADURAI, IN",24-01-2022,,82,97,74
IN020081700,"MADURAI, IN",25-01-2022,,83,,76
IN020081700,"MADURAI, IN",26-01-2022,0,81,93,73
IN020081700,"MADURAI, IN",27-01-2022,,81,91,73
IN020081700,"MADURAI, IN",28-01-2022,,82,91,69
IN020081700,"MADURAI, IN",29-01-2022,,82,92,75
IN020081700,"MADURAI, IN",30-01-2022,,81,91,
IN020081700,"MADURAI, IN",31-01-2022,,82,,74
IN020081700,"MADURAI, IN",01-02-2022,,82,92,
IN020081700,"MADURAI, IN",02-02-2022,,80,92,70
IN020081700,"MADURAI, IN",03-02-2022,,81,,68
IN020081700,"MADURAI, IN",04-02-2022,,83,94,71
IN020081700,"MADURAI, IN",05-02-2022,,83,95,72
IN020081700,"MADURAI, IN",06-02-2022,,83,95,75
IN020081700,"MADURAI, IN",07-02-2022,,83,94,74
IN020081700,"MADURAI, IN",08-02-2022,,83,,72
IN020081700,"MADURAI, IN",09-02-2022,,81,94,72
IN020081700,"MADURAI, IN",10-02-2022,,82,,69
IN020081700,"MADURAI, IN",11-02-2022,,81,95,75
IN020081700,"MADURAI, IN",12-02-2022,0,80,89,75
IN020081700,"MADURAI, IN",13-02-2022,0.02,81,,
IN020081700,"MADURAI, IN",14-02-2022,0,82,,72
IN020081700,"MADURAI, IN",15-02-2022,,81,93,72
IN020081700,"MADURAI, IN",16-02-2022,,81,93,71
IN020081700,"MADURAI, IN",17-02-2022,,81,93,72
IN020081700,"MADURAI, IN",18-02-2022,,82,94,71
IN020081700,"MADURAI, IN",19-02-2022,,82,92,72
IN020081700,"MADURAI, IN",20-02-2022,,84,,
IN020081700,"MADURAI, IN",21-02-2022,,85,96,75
IN020081700,"MADURAI, IN",22-02-2022,,85,98,75
IN020081700,"MADURAI, IN",23-02-2022,,84,96,73
IN020081700,"MADURAI, IN",24-02-2022,,82,96,76
IN020081700,"MADURAI, IN",25-02-2022,,83,,74
IN020081700,"MADURAI, IN",26-02-2022,,83,94,72
IN020081700,"MADURAI, IN",27-02-2022,,84,,
IN020081700,"MADURAI, IN",28-02-2022,,84,,72
IN020081700,"MADURAI, IN",01-03-2022,,84,,71
IN020081700,"MADURAI, IN",02-03-2022,,84,98,67
IN020081700,"MADURAI, IN",03-03-2022,,83,96,69
IN020081700,"MADURAI, IN",04-03-2022,,84,95,72
IN020081700,"MADURAI, IN",05-03-2022,,86,,73
IN020081700,"MADURAI, IN",06-03-2022,,86,96,72
IN020081700,"MADURAI, IN",07-03-2022,,82,97,73
IN020081700,"MADURAI, IN",08-03-2022,,85,,
IN020081700,"MADURAI, IN",09-03-2022,,85,,73
IN020081700,"MADURAI, IN",10-03-2022,,84,,69
IN020081700,"MADURAI, IN",11-03-2022,,84,,71
IN020081700,"MADURAI, IN",12-03-2022,,84,99,71
IN020081700,"MADURAI, IN",13-03-2022,,85,99,70
IN020081700,"MADURAI, IN",14-03-2022,,85,99,71
IN020081700,"MADURAI, IN",15-03-2022,,86,,70
IN020081700,"MADURAI, IN",16-03-2022,,87,,74
IN020081700,"MADURAI, IN",17-03-2022,,89,,76
IN020081700,"MADURAI, IN",18-03-2022,,89,103,76
IN020081700,"MADURAI, IN",19-03-2022,,90,102,79
IN020081700,"MADURAI, IN",20-03-2022,,86,104,
IN020081700,"MADURAI, IN",21-03-2022,0.08,89,103,75
IN020081700,"MADURAI, IN",22-03-2022,0,89,104,79
IN020081700,"MADURAI, IN",23-03-2022,,88,104,
IN020081700,"MADURAI, IN",24-03-2022,,87,,78
IN020081700,"MADURAI, IN",25-03-2022,,88,101,78
IN020081700,"MADURAI, IN",26-03-2022,,88,100,76
IN020081700,"MADURAI, IN",27-03-2022,,88,,78
IN020081700,"MADURAI, IN",28-03-2022,,88,,78
IN020081700,"MADURAI, IN",29-03-2022,,89,,78
IN020081700,"MADURAI, IN",30-03-2022,,89,102,78
IN020081700,"MADURAI, IN",31-03-2022,,88,102,76
IN020081700,"MADURAI, IN",01-04-2022,,89,,78
IN020081700,"MADURAI, IN",02-04-2022,,89,102,79
IN020081700,"MADURAI, IN",03-04-2022,,88,100,79
IN020081700,"MADURAI, IN",04-04-2022,,89,102,79
IN020081700,"MADURAI, IN",05-04-2022,,86,100,
IN020081700,"MADURAI, IN",06-04-2022,0.04,86,,77
IN020081700,"MADURAI, IN",07-04-2022,0,89,100,76
IN020081700,"MADURAI, IN",08-04-2022,,83,100,79
IN020081700,"MADURAI, IN",09-04-2022,,84,,76
IN020081700,"MADURAI, IN",10-04-2022,,81,98,75
IN020081700,"MADURAI, IN",11-04-2022,,82,97,76
IN020081700,"MADURAI, IN",12-04-2022,,82,94,
IN020081700,"MADURAI, IN",13-04-2022,,81,,74
IN020081700,"MADURAI, IN",14-04-2022,,85,,75
IN020081700,"MADURAI, IN",15-04-2022,,87,,77
IN020081700,"MADURAI, IN",16-04-2022,,88,99,78
IN020081700,"MADURAI, IN",17-04-2022,,85,100,
IN020081700,"MADURAI, IN",18-04-2022,0.59,88,,76
IN020081700,"MADURAI, IN",19-04-2022,0,89,101,79
IN020081700,"MADURAI, IN",20-04-2022,,89,101,81
IN020081700,"MADURAI, IN",21-04-2022,,89,,80
IN020081700,"MADURAI, IN",22-04-2022,,87,99,80
IN020081700,"MADURAI, IN",23-04-2022,0.12,85,99,
IN020081700,"MADURAI, IN",24-04-2022,0,88,99,77
IN020081700,"MADURAI, IN",25-04-2022,,89,99,79
IN020081700,"MADURAI, IN",26-04-2022,,89,,
IN020081700,"MADURAI, IN",27-04-2022,,89,,80
IN020081700,"MADURAI, IN",28-04-2022,,90,101,80
IN020081700,"MADURAI, IN",29-04-2022,,90,101,81
IN020081700,"MADURAI, IN",30-04-2022,,92,103,80
IN020081700,"MADURAI, IN",01-05-2022,,90,103,
IN020081700,"MADURAI, IN",02-05-2022,0,92,104,80
IN020081700,"MADURAI, IN",03-05-2022,,92,104,81
IN020081700,"MADURAI, IN",04-05-2022,,88,104,
IN020081700,"MADURAI, IN",05-05-2022,,91,,78
IN020081700,"MADURAI, IN",06-05-2022,,92,103,82
IN020081700,"MADURAI, IN",07-05-2022,,91,104,82
IN020081700,"MADURAI, IN",08-05-2022,,92,105,81
IN020081700,"MADURAI, IN",09-05-2022,,92,105,83
IN020081700,"MADURAI, IN",10-05-2022,,90,103,
IN020081700,"MADURAI, IN",11-05-2022,0,88,98,81
IN020081700,"MADURAI, IN",12-05-2022,,89,103,79
IN020081700,"MADURAI, IN",13-05-2022,,90,104,80
IN020081700,"MADURAI, IN",14-05-2022,,88,104,80
IN020081700,"MADURAI, IN",15-05-2022,0.83,88,103,79
IN020081700,"MADURAI, IN",16-05-2022,0.2,86,99,
IN020081700,"MADURAI, IN",17-05-2022,1.57,86,99,77
IN020081700,"MADURAI, IN",18-05-2022,0.02,86,95,78
IN020081700,"MADURAI, IN",19-05-2022,0,84,96,
IN020081700,"MADURAI, IN",20-05-2022,,88,101,76
IN020081700,"MADURAI, IN",21-05-2022,,89,101,78
IN020081700,"MADURAI, IN",22-05-2022,,89,101,78
IN020081700,"MADURAI, IN",23-05-2022,,90,102,81
IN020081700,"MADURAI, IN",24-05-2022,,87,104,
IN020081700,"MADURAI, IN",25-05-2022,0.35,88,104,77
IN020081700,"MADURAI, IN",26-05-2022,0,87,101,
IN020081700,"MADURAI, IN",27-05-2022,0,87,101,77
IN020081700,"MADURAI, IN",28-05-2022,0.04,86,,76
IN020081700,"MADURAI, IN",29-05-2022,0.67,86,100,75
